1614	YtPXMFFwEe+LOXDNYKrNDg==	5	Clap 3 Short/Hollow				Drums;Percussion;		"Peter ""Ski"" Schwartz"			1722672860	1723687148	1723687148	0		0	ART-Z 2600 Drums	0	0	0	0	MW = longer decay	0	0	Arp2600		0
1615	V984zFPUEe+8f3DNYKrNDg==	5	Clap 4 High/Bright				Drums;Percussion;		"Peter ""Ski"" Schwartz"			1722935694	1723687156	1723687156	0		0	ART-Z 2600 Drums	0	0	0	0	MW = longer decay	0	0	Arp2600		0
1616	C9st1FEgEe+zrXDNYKrNDg==	5	Clap 5 Classic				Drums;Percussion;		"Peter ""Ski"" Schwartz"			1722638355	1723687164	1723687164	0		0	ART-Z 2600 Drums	0	0	0	0	MW = longer decay	0	0	Arp2600		0
1617	lLSVck4kEe+TLXDNYKrNDg==	5	Classic Saw Comp				Synth;None;		"Peter ""Ski"" Schwartz"			1722310449	1723680166	1723680166	0		0	ART-Z 2600	0	0	0	0	MW & AT = vibrato	0	0	Arp2600		0
1618	wGeDGlngEe+7m3DNYKrNDg==	5	Classic Saw Comp (8v)				Synth;None;		"Peter ""Ski"" Schwartz"			1723600730	1723680171	1723680171	0		0	ART-Z 2600 (8v)	0	0	0	0	MW & AT = vibrato	0	0	Arp2600		0
1619	2b3x9FN5Ee+VvnDNYKrNDg==	5	Classic Saw Comp 2				Synth;None;		"Peter ""Ski"" Schwartz"			1722896828	1723680192	1723680192	0		0	ART-Z 2600	0	0	0	0	MW & AT = vibrato	0	0	Arp2600		0
1620	ycKqIFngEe+QRXDNYKrNDg==	5	Classic Saw Comp 2 (8v)				Synth;None;		"Peter ""Ski"" Schwartz"			1723600746	1723680187	1723680187	0		0	ART-Z 2600 (8v)	0	0	0	0	MW & AT = vibrato	0	0	Arp2600		0
1621	9Gs0kFYgEe+iEHDNYKrNDg==	5	Compassion Keys				Synth;None;		"Peter ""Ski"" Schwartz"			1723188501	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	"MW & AT = vibrato

Vibrato is being generated by Step Seq 1 with Smooth Output enabled. Change vibrato rate by adjusting the Step Seq Rate knob. You can also change the vibrato rate by changing the Tempo, because the sequencer's clock is based on the BPM setting. Doing this will not affect the timing of the Stereo Delay (FX3)."	0	0	Arp2600		0
1622	zzMgylngEe+MPHDNYKrNDg==	5	Compassion Keys (8v)				Synth;None;		"Peter ""Ski"" Schwartz"			1723600755	1723620352	1723620352	0		0	ART-Z 2600 (8v)	0	0	0	0	"MW & AT = vibrato

Vibrato is being generated by Step Seq 1 with Smooth Output enabled. Change vibrato rate by adjusting the Step Seq Rate knob. You can also change the vibrato rate by changing the Tempo, because the sequencer's clock is based on the BPM setting. Doing this will not affect the timing of the Stereo Delay (FX3)."	0	0	Arp2600		0
1623	02XhclYwEe+Io3DNYKrNDg==	5	Crash Trash Long MW				Drums;Percussion;		"Peter ""Ski"" Schwartz"			1723195317	1723700406	1723700406	0		0	ART-Z 2600 Drums	0	0	0	0	MW = tremolo + reverb	0	0	Arp2600		0
1624	dnuzflYwEe+IhHDNYKrNDg==	5	Crash: Trash Bright (C4)				Drums;Percussion;		"Peter ""Ski"" Schwartz"			1723195161	1723700391	1723700391	0		0	ART-Z 2600 Drums	0	0	0	0	MW = delay	0	0	Arp2600		0
1625	NgxyhlRhEe+YHXDNYKrNDg==	5	Crystal Bells				Bell/Mallet;None;		"Peter ""Ski"" Schwartz"			1722996196	1723679292	1723679292	0		0	ART-Z 2600	0	0	0	0	"MW adds Phaser

AT = vibrato"	0	0	Arp2600		0
1626	Mulj3FngEe+DTHDNYKrNDg==	5	Crystal Bells (8v)				Bell/Mallet;None;		"Peter ""Ski"" Schwartz"			1723600493	1723679299	1723679299	0		0	ART-Z 2600 (8v)	0	0	0	0	"MW adds Phaser

AT = vibrato"	0	0	Arp2600		0
1627	dW+4wlCQEe+obnDNYKrNDg==	5	Cumulus Pad (Hold)				Pad;Soundscape;		"Peter ""Ski"" Schwartz"			1722576684	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	"MW = Jet Flanger

AT = Vibrato"	0	0	Arp2600		0
1628	19SgllngEe+ncHDNYKrNDg==	5	Cumulus Pad (Hold) 8v				Pad;Soundscape;		"Peter ""Ski"" Schwartz"			1723600770	1723681118	1723681118	0		0	ART-Z 2600 (8v)	0	0	0	0	"MW = Jet Flanger

AT = Vibrato"	0	0	Arp2600		0
1629	YMahTEoUEe+jb3DNYKrNDg==	5	Cyclic BP (ModWhl)				Synth;Rhythm Hard;		"Peter ""Ski"" Schwartz"			1721863685	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	MW = add pulse rhythm	0	0	Arp2600		0
1630	PA8EBk5SEe+WMXDNYKrNDg==	5	Dark Drone&Pulse (Hold)				Synth;Soundscape;		"Peter ""Ski"" Schwartz"			1722330057	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	MW = turns off pulse & hash in background	0	0	Arp2600		0
1631	xH7JJk44Ee+vfHDNYKrNDg==	5	Dark Impact Bass				Bass;Synth;		"Peter ""Ski"" Schwartz"			1722319119	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	MW = close LP filter	0	0	Arp2600		0
1632	3isZGk44Ee+YzXDNYKrNDg==	5	Dark Impact Square Bass				Bass;Synth;		"Peter ""Ski"" Schwartz"			1722319162	1723679436	1723679436	0		0	ART-Z 2600	0	0	0	0	MW = close LP filter	0	0	Arp2600		0
1633	yY5ASue9Ee6M8XDNYKrNDg==	5	Dirt Simple (MW Gate)				Seq;Lead;		"Peter ""Ski"" Schwartz"			1711051281	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	"MW = 1/4 note filter mod

AT = vibrato"	0	0	Arp2600		0
1634	KW269lSfEe+fGXDNYKrNDg==	5	Dist Rev & MW Pulse				Synth;Seq;		"Peter ""Ski"" Schwartz"			1723022804	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	"MW = pattern change

AT = adds filter sweep"	0	0	Arp2600		0
1635	nwqIfku4Ee+CKHDNYKrNDg==	5	Doom Dive (ModWhl)				Synth;SFX;		"Peter ""Ski"" Schwartz"			1722044178	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	MW adds extra sizzle	0	0	Arp2600		0
1636	kLEmmN1oEe6egnDNYKrNDg==	5	Drama Low Octaves				Strings;Synth;		"Peter ""Ski"" Schwartz"			1709915166	1723680055	1723680055	0		0	ART-Z 2600	0	0	0	0	"MW = slower attack time

AT = brightness & subtle vibrato. 

Disable AT vibrato by turning down AT Vibrato Depth. Adjust AT brightness with VCF CV Input #3. "	0	0	Arp2600		0
1637	+mTL/lngEe+BBHDNYKrNDg==	5	Drama Low Octaves (8v)				Strings;Synth;		"Peter ""Ski"" Schwartz"			1723600828	1723680047	1723680047	0		0	ART-Z 2600 (8v)	0	0	0	0	"MW = slower attack time

AT = brightness & subtle vibrato. 

Disable AT vibrato by turning down AT Vibrato Depth. Adjust AT brightness with VCF CV Input #3. "	0	0	Arp2600		0
1638	uc3VWO+1Ee6BB3DNYKrNDg==	5	Evo Pad AT (Hold)				Pad;Soundscape;		"Peter ""Ski"" Schwartz"			1711927428	1723680587	1723680587	0		0	ART-Z 2600	0	0	0	0	"MW = vibrato

AT = opens filter for swells"	0	0	Arp2600		0
1639	A97qtlnhEe+ts3DNYKrNDg==	5	Evo Pad AT (Hold) 8v				Pad;Soundscape;		"Peter ""Ski"" Schwartz"			1723600843	1723680973	1723680973	0		0	ART-Z 2600 (8v)	0	0	0	0	"MW = vibrato

AT = opens filter for swells"	0	0	Arp2600		0
1640	Kejv/FgmEe+XhnDNYKrNDg==	5	Evolver Pad 1-Oct				Pad;None;		"Peter ""Ski"" Schwartz"			1723410640	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	MW + AT = vibrato	0	0	Arp2600		0
1641	ItlZVlnhEe+5MHDNYKrNDg==	5	Evolver Pad 1-Oct (8v)				Pad;None;		"Peter ""Ski"" Schwartz"			1723600895	1723620357	1723620357	0		0	ART-Z 2600 (8v)	0	0	0	0	MW + AT = vibrato	0	0	Arp2600		0
1642	GXpHsFgmEe+6s3DNYKrNDg==	5	Evolver Pad 2-Oct				Pad;None;		"Peter ""Ski"" Schwartz"			1723410613	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	MW + AT = vibrato	0	0	Arp2600		0
1643	J+10DlnhEe+aKXDNYKrNDg==	5	Evolver Pad 2-Oct (8v)				Pad;None;		"Peter ""Ski"" Schwartz"			1723600904	1723620362	1723620362	0		0	ART-Z 2600 (8v)	0	0	0	0	MW + AT = vibrato	0	0	Arp2600		0
1644	KcWGjFQ7Ee+rXXDNYKrNDg==	5	Fergin Phat Unison Lead				Lead;None;		"Peter ""Ski"" Schwartz"			1722979855	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	"MW = phase shifter

AT = vibrato"	0	0	Arp2600		0
1645	YgGubki0Ee+z7XDNYKrNDg==	5	Fergin Phatness 2-Oct MW				Lead;None;		"Peter ""Ski"" Schwartz"			1721712504	1723602001	1723602001	0		0	ART-Z 2600	0	0	0	0	"MW = phase shifter

AT = vibrato"	0	0	Arp2600		0
1646	Q/1QwFE5Ee+lrXDNYKrNDg==	5	Flange Shk/Hat 1-Note				Synth;Seq;		"Peter ""Ski"" Schwartz"			1722649186	1723671837	1723671837	0		0	ART-Z 2600	0	0	0	0	MW = Drop	0	0	Arp2600		0
